date_sk,date,start_of_year,start_of_quarter,start_of_month,load_date
1495,2016-02-03,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1496,2016-02-04,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1497,2016-02-05,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1498,2016-02-06,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1499,2016-02-07,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1500,2016-02-08,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1501,2016-02-09,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1502,2016-02-10,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1503,2016-02-11,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1504,2016-02-12,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1505,2016-02-13,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1506,2016-02-14,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1507,2016-02-15,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1508,2016-02-16,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1509,2016-02-17,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1510,2016-02-18,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1511,2016-02-19,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1512,2016-02-20,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1513,2016-02-21,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1514,2016-02-22,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1515,2016-02-23,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1516,2016-02-24,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1517,2016-02-25,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1518,2016-02-26,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1519,2016-02-27,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1520,2016-02-28,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1521,2016-02-29,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1522,2016-03-01,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1523,2016-03-02,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1524,2016-03-03,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1525,2016-03-04,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1526,2016-03-05,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1527,2016-03-06,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1528,2016-03-07,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1529,2016-03-08,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1530,2016-03-09,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1531,2016-03-10,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1532,2016-03-11,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1533,2016-03-12,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1534,2016-03-13,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1535,2016-03-14,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1536,2016-03-15,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1537,2016-03-16,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1538,2016-03-17,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1539,2016-03-18,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1540,2016-03-19,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1541,2016-03-20,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1542,2016-03-21,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1543,2016-03-22,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1544,2016-03-23,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1545,2016-03-24,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1546,2016-03-25,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1547,2016-03-26,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1548,2016-03-27,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1549,2016-03-28,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1550,2016-03-29,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1551,2016-03-30,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1552,2016-03-31,2016-01-01,2016-01-01,2016-03-01,2026-04-04
1553,2016-04-01,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1554,2016-04-02,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1555,2016-04-03,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1556,2016-04-04,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1557,2016-04-05,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1558,2016-04-06,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1559,2016-04-07,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1560,2016-04-08,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1561,2016-04-09,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1562,2016-04-10,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1563,2016-04-11,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1564,2016-04-12,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1565,2016-04-13,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1566,2016-04-14,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1567,2016-04-15,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1568,2016-04-16,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1569,2016-04-17,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1570,2016-04-18,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1571,2016-04-19,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1572,2016-04-20,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1573,2016-04-21,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1574,2016-04-22,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1575,2016-04-23,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1576,2016-04-24,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1577,2016-04-25,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1578,2016-04-26,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1579,2016-04-27,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1580,2016-04-28,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1581,2016-04-29,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1582,2016-04-30,2016-01-01,2016-04-01,2016-04-01,2026-04-04
1583,2016-05-01,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1584,2016-05-02,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1585,2016-05-03,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1586,2016-05-04,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1587,2016-05-05,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1588,2016-05-06,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1589,2016-05-07,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1590,2016-05-08,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1591,2016-05-09,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1592,2016-05-10,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1593,2016-05-11,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1594,2016-05-12,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1595,2016-05-13,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1596,2016-05-14,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1597,2016-05-15,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1598,2016-05-16,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1599,2016-05-17,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1600,2016-05-18,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1601,2016-05-19,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1602,2016-05-20,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1603,2016-05-21,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1604,2016-05-22,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1605,2016-05-23,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1606,2016-05-24,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1607,2016-05-25,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1608,2016-05-26,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1609,2016-05-27,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1610,2016-05-28,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1611,2016-05-29,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1612,2016-05-30,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1613,2016-05-31,2016-01-01,2016-04-01,2016-05-01,2026-04-04
1614,2016-06-01,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1615,2016-06-02,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1616,2016-06-03,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1617,2016-06-04,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1618,2016-06-05,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1619,2016-06-06,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1620,2016-06-07,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1621,2016-06-08,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1622,2016-06-09,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1623,2016-06-10,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1624,2016-06-11,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1625,2016-06-12,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1626,2016-06-13,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1627,2016-06-14,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1628,2016-06-15,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1629,2016-06-16,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1630,2016-06-17,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1631,2016-06-18,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1632,2016-06-19,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1633,2016-06-20,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1634,2016-06-21,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1635,2016-06-22,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1636,2016-06-23,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1637,2016-06-24,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1638,2016-06-25,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1639,2016-06-26,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1640,2016-06-27,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1641,2016-06-28,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1642,2016-06-29,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1643,2016-06-30,2016-01-01,2016-04-01,2016-06-01,2026-04-04
1644,2016-07-01,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1645,2016-07-02,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1646,2016-07-03,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1647,2016-07-04,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1648,2016-07-05,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1649,2016-07-06,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1650,2016-07-07,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1651,2016-07-08,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1652,2016-07-09,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1653,2016-07-10,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1654,2016-07-11,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1655,2016-07-12,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1656,2016-07-13,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1657,2016-07-14,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1658,2016-07-15,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1659,2016-07-16,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1660,2016-07-17,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1661,2016-07-18,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1662,2016-07-19,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1663,2016-07-20,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1664,2016-07-21,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1665,2016-07-22,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1666,2016-07-23,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1667,2016-07-24,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1668,2016-07-25,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1669,2016-07-26,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1670,2016-07-27,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1671,2016-07-28,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1672,2016-07-29,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1673,2016-07-30,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1674,2016-07-31,2016-01-01,2016-07-01,2016-07-01,2026-04-04
1675,2016-08-01,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1676,2016-08-02,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1677,2016-08-03,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1678,2016-08-04,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1679,2016-08-05,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1680,2016-08-06,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1681,2016-08-07,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1682,2016-08-08,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1683,2016-08-09,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1684,2016-08-10,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1685,2016-08-11,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1686,2016-08-12,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1687,2016-08-13,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1688,2016-08-14,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1689,2016-08-15,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1690,2016-08-16,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1691,2016-08-17,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1692,2016-08-18,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1693,2016-08-19,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1694,2016-08-20,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1695,2016-08-21,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1696,2016-08-22,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1697,2016-08-23,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1698,2016-08-24,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1699,2016-08-25,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1700,2016-08-26,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1701,2016-08-27,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1702,2016-08-28,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1703,2016-08-29,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1704,2016-08-30,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1705,2016-08-31,2016-01-01,2016-07-01,2016-08-01,2026-04-04
1706,2016-09-01,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1707,2016-09-02,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1708,2016-09-03,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1709,2016-09-04,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1710,2016-09-05,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1711,2016-09-06,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1712,2016-09-07,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1713,2016-09-08,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1714,2016-09-09,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1715,2016-09-10,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1716,2016-09-11,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1717,2016-09-12,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1718,2016-09-13,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1719,2016-09-14,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1720,2016-09-15,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1721,2016-09-16,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1722,2016-09-17,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1723,2016-09-18,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1724,2016-09-19,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1725,2016-09-20,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1726,2016-09-21,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1727,2016-09-22,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1728,2016-09-23,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1729,2016-09-24,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1730,2016-09-25,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1731,2016-09-26,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1732,2016-09-27,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1733,2016-09-28,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1734,2016-09-29,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1735,2016-09-30,2016-01-01,2016-07-01,2016-09-01,2026-04-04
1736,2016-10-01,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1737,2016-10-02,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1738,2016-10-03,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1739,2016-10-04,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1740,2016-10-05,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1741,2016-10-06,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1742,2016-10-07,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1743,2016-10-08,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1744,2016-10-09,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1745,2016-10-10,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1746,2016-10-11,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1747,2016-10-12,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1748,2016-10-13,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1749,2016-10-14,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1750,2016-10-15,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1751,2016-10-16,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1752,2016-10-17,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1753,2016-10-18,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1754,2016-10-19,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1755,2016-10-20,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1756,2016-10-21,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1757,2016-10-22,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1758,2016-10-23,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1759,2016-10-24,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1760,2016-10-25,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1761,2016-10-26,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1762,2016-10-27,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1763,2016-10-28,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1764,2016-10-29,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1765,2016-10-30,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1766,2016-10-31,2016-01-01,2016-10-01,2016-10-01,2026-04-04
1767,2016-11-01,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1768,2016-11-02,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1769,2016-11-03,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1770,2016-11-04,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1771,2016-11-05,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1772,2016-11-06,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1773,2016-11-07,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1774,2016-11-08,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1775,2016-11-09,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1776,2016-11-10,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1777,2016-11-11,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1778,2016-11-12,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1779,2016-11-13,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1780,2016-11-14,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1781,2016-11-15,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1782,2016-11-16,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1783,2016-11-17,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1784,2016-11-18,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1785,2016-11-19,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1786,2016-11-20,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1787,2016-11-21,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1788,2016-11-22,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1789,2016-11-23,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1790,2016-11-24,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1791,2016-11-25,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1792,2016-11-26,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1793,2016-11-27,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1794,2016-11-28,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1795,2016-11-29,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1796,2016-11-30,2016-01-01,2016-10-01,2016-11-01,2026-04-04
1797,2016-12-01,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1798,2016-12-02,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1799,2016-12-03,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1800,2016-12-04,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1801,2016-12-05,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1802,2016-12-06,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1803,2016-12-07,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1804,2016-12-08,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1805,2016-12-09,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1806,2016-12-10,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1807,2016-12-11,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1808,2016-12-12,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1809,2016-12-13,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1810,2016-12-14,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1811,2016-12-15,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1812,2016-12-16,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1813,2016-12-17,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1814,2016-12-18,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1815,2016-12-19,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1816,2016-12-20,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1817,2016-12-21,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1818,2016-12-22,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1819,2016-12-23,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1820,2016-12-24,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1821,2016-12-25,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1822,2016-12-26,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1823,2016-12-27,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1824,2016-12-28,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1825,2016-12-29,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1826,2016-12-30,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1827,2016-12-31,2016-01-01,2016-10-01,2016-12-01,2026-04-04
1828,2017-01-01,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1829,2017-01-02,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1830,2017-01-03,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1831,2017-01-04,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1832,2017-01-05,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1833,2017-01-06,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1834,2017-01-07,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1835,2017-01-08,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1836,2017-01-09,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1837,2017-01-10,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1838,2017-01-11,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1839,2017-01-12,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1840,2017-01-13,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1841,2017-01-14,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1842,2017-01-15,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1843,2017-01-16,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1844,2017-01-17,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1845,2017-01-18,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1846,2017-01-19,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1847,2017-01-20,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1848,2017-01-21,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1849,2017-01-22,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1850,2017-01-23,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1851,2017-01-24,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1852,2017-01-25,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1853,2017-01-26,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1854,2017-01-27,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1855,2017-01-28,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1856,2017-01-29,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1857,2017-01-30,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1858,2017-01-31,2017-01-01,2017-01-01,2017-01-01,2026-04-04
1859,2017-02-01,2017-01-01,2017-01-01,2017-02-01,2026-04-04
1860,2017-02-02,2017-01-01,2017-01-01,2017-02-01,2026-04-04
1861,2017-02-03,2017-01-01,2017-01-01,2017-02-01,2026-04-04
